DATE,COMNAM,TICKER,PERMNO
1999-07-01,C P B INC,CPBI,11628
2008-08-26,CANTERBURY PARK HOLDING CORP,CPHC,81182
2009-08-11,CUMBERLAND PHARMACEUTICALS INC,CPIX,93004
2007-03-30,CAPITAL PRODUCT PARTNERS L P,CPLP,91895
2021-06-30,POP CULTURE GROUP CO LTD,CPOP,21526
1994-03-17,COPART INC,CPRT,80320
1996-07-08,COMPSCRIPT INC,CPRX,77975
2006-11-08,CATALYST PHARMACEUTICAL PTNRS IN,CPRX,91606
2015-05-29,CATALYST PHARMACEUTICALS INC,CPRX,91606
2015-01-15,C P S TECHNOLOGIES CORP,CPSH,11511
2002-05-21,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,89387
1992-10-22,CONSUMER PORTFOLIO SVCS INC,CPSS,78018
2022-02-11,CEPTON INC,CPTN,20798
2019-11-26,CALAMOS LNG SHRT EQ & DYN INC TR,CPZ,19068
1998-04-24,CHARLES RIVER ASSOC INC,CRAI,85972
2005-05-16,C R A INTERNATIONAL INC,CRAI,85972
2015-04-16,CORBUS PHARMACEUTICALS HLD INC,CRBP,15287
2021-07-23,CARIBOU BIOSCIENCES INC,CRBU,21707
1990-04-18,CRESCOTT INC,CRCT,27992
2021-03-25,CRICUT INC,CRCT,20658
2020-05-08,CARDIFF ONCOLOGY INC,CRDF,13411
2021-08-10,CARDIOL THERAPEUTICS INC,CRDL,21836
2022-01-27,CREDO TECHNOLOGY GROUP HLDG LTD,CRDO,22620
1996-05-21,CRAIG CONSUMER ELECTRONICS INC,CREG,83491
2010-03-22,CHINA RECYCLING ENERGY CORP,CREG,93302
2022-03-24,SMART POWERR CORP,CREG,93302
1997-03-19,CRESUD S A C I F Y A,CRESY,84603
2018-11-15,CREATIVE REALITIES INC,CREX,18255
2022-04-12,CHARGE ENTERPRISES INC,CRGE,23014
1997-11-25,MOTOR CARGO INDUSTRIES INC,CRGO,85536
2000-08-01,CURIS INC,CRIS,88511
2021-01-26,CROWN ELECTROKINETICS CORP,CRKN,20422
2010-05-13,CORMEDIX INC,CRMD,93371
2002-04-01,AMERICAS CAR MART INC,CRMT,11174
2019-10-02,CERENCE INC,CRNC,18915
1991-03-26,CARENETWORK INC,CRNT,76588
2000-09-06,CERAGON NETWORKS LTD,CRNT,88526
2018-07-18,CRINETICS PHARMACEUTICALS INC,CRNX,17959
1995-07-19,COOPER CAMERON CORP,CRON,81857
2018-02-27,CRONOS GROUP INC,CRON,17316
2006-02-08,CROCS INC,CROX,91090
2016-10-19,C R I S P R THERAPEUTICS AG,CRSP,16383
2020-09-23,CORSAIR GAMING INC,CRSR,19822
2002-05-03,CONCERTO SOFTWARE INC,CRTO,11277
2013-10-30,CRITEO S A,CRTO,14240
2004-06-10,CIRRUS LOGIC INC,CRUS,75603
1992-07-27,CORVEL CORP,CRVL,76721
2016-03-23,CORVUS PHARMACEUTICALS INC,CRVS,15960
2019-06-12,CROWDSTRIKE HOLDINGS INC,CRWD,18726
2007-03-19,CROWN CRAFTS INC,CRWS,59256
1991-11-01,CHAMPIONS SPORTS INC,CSBR,12146
2015-08-21,CHAMPIONS ONCOLOGY INC,CSBR,12146
1990-02-16,CISCO SYSTEMS INC,CSCO,76076
1999-08-02,COSTAR GROUP INC,CSGP,86288
1996-02-28,C S G SYSTEMS INTERNATIONAL INC,CSGS,83124
2006-11-09,CANADIAN SOLAR INC,CSIQ,91607
2022-03-07,CONSILIUM ACQ CORP I LTD,CSLM,22890
1995-02-01,CONSULIER ENGINEERING INC,CSLR,75764
2000-08-01,C S P INC,CSPI,20336
2004-03-26,CALAMOS STRATEGIC TOT RETURN FD,CSQ,90063
2017-08-18,CHICKEN SOUP FOR SOUL ENTMT INC,CSSE,16883
2012-03-22,CAESARSTONE SDOT YAM LTD,CSTE,13321
1995-12-20,CASTELLE,CSTL,82685
2019-07-25,CASTLE BIOSCIENCES INC,CSTL,18832
1997-07-03,COINSTAR INC,CSTR,85173
2016-09-22,CAPSTAR FINANCIAL HOLDINGS INC,CSTR,16285
2004-06-10,CAPITAL SOUTHWEST CORP,CSWC,21259
2015-10-01,C S W INDUSTRIAL INC,CSWI,15651
1997-10-01,C S X CORP,CSX,62148
1999-07-01,CINTAS CORP,CTAS,23660
1997-01-02,COMMUNITY TRUST BANCORP INC,CTBI,11844
1997-11-14,C3 INC,CTHR,85539
2000-05-26,CHARLES & COLVARD LTD,CTHR,85539
2021-07-23,CYTEK BIOSCIENCES INC,CTKB,21606
2021-04-19,CANTALOUPE INC,CTLP,91910
2015-10-08,CYTOMX THERAPEUTICS INC,CTMX,15779
2019-02-11,CASTOR MARITIME INC,CTRM,18399
1995-08-24,COMPUTRON SOFTWARE INC,CTRN,82168
2005-05-18,CITI TRENDS INC,CTRN,90706
1998-06-19,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,86158
2014-12-23,CYTOSORBENTS CORP,CTSO,15127
2017-08-03,CITIUS PHARMACEUTICALS INC,CTXR,16857
1994-05-20,HERZFELD CARIBBEAN BASIN FD INC,CUBA,80520
2018-01-02,CUE BIOPHARMA INC,CUE,17262
2021-02-02,CUENTAS INC,CUEN,20587
2021-07-15,CULLMAN BANCORP INC,CULL,21708
2020-10-15,CURIOSITYSTREAM INC,CURI,19197
2004-03-31,CUTERA INC,CUTR,90081
2020-08-14,CUREVAC N V,CVAC,19623
2001-06-12,C V B FINANCIAL CORP,CVBF,20395
2003-07-01,CAVCO INDUSTRIES INC DEL,CVCO,89792
2004-03-05,CENTRAL VALLEY COMM BANCORP,CVCY,90082
1990-03-19,CONGRESS VIDEO GROUP INC,CVGI,51880
2004-08-05,COMMERCIAL VEHICLE GROUP INC,CVGI,90314
2002-07-22,CALAVO GROWERS INC,CVGW,89447
2020-07-06,COVENANT LOGISTICS GROUP INC,CVLG,80969
2006-09-22,COMMVAULT SYSTEMS INC,CVLT,91463
1997-04-25,CODORUS VALLEY BANCORP INC,CVLY,84725
2021-06-30,CVRX INC,CVRX,21527
2001-06-04,C V D EQUIPMENT CORP,CVV,86290
1998-01-05,COMMUNITY WEST BANCSHARES,CWBC,84215
1999-03-08,CONSOLIDATED WATER CO LTD,CWCO,81610
1997-10-29,CASELLA WASTE SYSTEMS INC,CWST,85464
2020-07-08,CREXENDO INC,CXDO,87404
1991-05-21,CYANOTECH CORP,CYAN,10661
1991-04-11,CYBERNETICS PRODUCTS INC,CYBR,76909
1996-10-23,CYBERMEDIA INC,CYBR,84068
1999-08-27,CYBER CARE INC,CYBR,77931
2001-09-18,CYBERCARE INC,CYBR,77931
2014-09-24,CYBERARK SOFTWARE LTD,CYBR,14928
2006-03-28,CYCLACEL PHARMACEUTICALS INC,CYCC,90098
2019-04-02,CYCLERION THERAPEUTICS INC,CYCN,18427
1990-05-17,CITY NATIONAL CORP,CYN,23916
2021-10-20,CYNGN INC,CYN,22200
1993-07-16,CYRIX CORP,CYRX,79377
2015-07-24,CRYOPORT INC,CYRX,15506
1994-01-25,CYTEC INDUSTRIES INC,CYT,80079
2021-06-18,CYTEIR THERAPEUTICS INC,CYT,21528
2020-12-09,CYCLO THERAPEUTICS INC,CYTH,20288
2004-04-29,CYTOKINETICS INC,CYTK,90126
2002-10-28,CYTOGEN CORP,CYTO,10383
2021-07-26,ALTAMIRA THERAPEUTICS LTD,CYTO,14865
2022-06-03,CITIZENS FINANCIAL SERVICES INC,CZFS,23179
2005-01-13,CITIZENS & NORTHERN CORP,CZNC,90534
2004-01-06,CAESARS ENTERTAINMENT INC,CZR,86447
2012-02-08,CAESARS ENTERTAINMENT CORP,CZR,13267
2020-07-21,CAESARS ENTERTAINMENT INC DE,CZR,14882
2006-11-01,CITIZENS CMNTY BANCORP INC MD,CZWI,91609
2020-06-05,DADA NEXUS LTD,DADA,19470
2004-06-10,DATA I O CORP,DAIO,28629
1994-02-10,DAKTRONICS INC,DAKT,80233
1999-10-01,DALEEN TECHNOLOGIES INC,DALN,87313
2021-06-29,DALLASNEWS CORP,DALN,92528
2017-07-20,DARE BIOSCIENCE INC,DARE,14591
2020-12-09,DOORDASH INC,DASH,20189
2021-08-13,DATCHAT INC,DATS,21837
1996-11-04,FAMOUS DAVES OF AMERICA INC,DAVE,84203
2022-01-06,DAVE INC,DAVE,20975
1990-05-15,DAWN CAPITAL CORP,DAWN,76337
1993-09-14,DAWN TECHNOLOGIES INC,DAWN,76337
2021-05-27,DAY ONE BIOPHARMACEUTICALS INC,DAWN,21262
2021-05-14,DIGITAL BRANDS GROUP INC,DBGI,21280
2014-10-22,D B V TECHNOLOGIES S A,DBVT,15002
2018-03-23,DROPBOX INC,DBX,17342
2020-12-03,DOCEBO INC,DCBO,20289
2022-01-14,TRITIUM D C F C LTD,DCFC,22643
2021-11-08,DOCGO INC,DCGO,20307
1998-06-15,DIME COMMUNITY BANCSHARES INC,DCOM,83815
2021-02-01,DIME COMMUNITY BANCSHRS INC NEW,DCOM,92716
2017-09-28,DECIPHERA PHARMACEUTICALS INC,DCPH,16924
2001-10-22,DELCATH SYSTEMS INC,DCTH,89169
2006-10-13,WISDOMTREE TRUST,DDI,91551
2021-08-31,DOUBLEDOWN INTERACTIVE CO LTD,DDI,21838
2019-09-19,DATADOG INC,DDOG,18911
2001-11-07,DECOMA INTERNATIONAL INC,DECA,85817
2022-05-31,DENALI CAPITAL ACQUISITION CORP,DECA,23108
2005-05-10,DENNYS CORP,DENN,85726
1993-11-03,PENEDERM INC,DERM,79817
2014-10-03,DERMIRA INC,DERM,15003
2021-11-12,JOURNEY MEDICAL CORP,DERM,22296
2022-10-10,DRAGONFLY ENERGY HOLDINGS CORP,DFLI,21835
2021-11-15,DIGIHOST TECHNOLOGY INC,DGHI,22297
2001-04-20,DONEGAL GROUP INC,DGICA,88963
2001-04-20,DONEGAL GROUP INC,DGICB,11748
2000-08-01,DIGI INTERNATIONAL INC,DGII,75831
2008-01-02,DIGITAL ALLY INC,DGLY,92521
2022-08-25,DIGITAL ALLY INC NEW,DGLY,92521
2021-09-15,DEFINITIVE HEALTHCARE CORP,DH,21891
2021-12-30,DIGITAL HEALTH ACQUISITION CORP,DHAC,22539
1990-12-06,DANIELSON HOLDING CORP,DHC,76515
2005-09-21,COVANTA HOLDING CORP,DHC,76515
2020-01-02,DIVERSIFIED HEALTHCARE TRUST,DHC,87289
2021-04-22,D H C ACQUISITION CORP,DHCA,21034
2001-05-09,DIAMOND HILL INVESTMENT GROUP IN,DHIL,86818
2001-09-26,DIAMOND HILL INVESTMENT GRP INC,DHIL,86818
2021-06-10,1STDIBS COM INC,DIBS,21529
2000-06-19,DIODES INC,DIOD,44943
2021-05-14,DISRUPTIVE ACQUISITION CORP I,DISA,21284
1995-06-21,ECHOSTAR COMMUNICATIONS CORP NEW,DISH,81696
2008-01-22,DISH NETWORK CORP,DISH,81696
1995-08-04,AMCON DISTRIBUTING CO,DIST,82171
2004-06-10,DAILY JOURNAL CORP,DJCO,10355
2020-04-24,DRAFTKINGS INC,DKNG,18835
2012-06-27,D L H HOLDINGS CORP,DLHC,10257
2021-06-03,DLOCAL LTD,DLO,21533
2017-12-21,DOLPHIN ENTERTAINMENT INC,DLPN,17140
2015-11-20,DULUTH HOLDINGS INC,DLTH,15837
1995-03-07,DOLLAR TREE STORES INC,DLTR,81481
2008-03-03,DOLLAR TREE INC,DLTR,81481
2018-12-07,DIAMEDICA THERAPEUTICS INC,DMAC,18305
2021-12-02,DEEP MEDICINE ACQUISITION CORP,DMAQ,22540
1992-04-27,DIMARK INC,DMK,70148
2003-02-03,DORCHESTER MINERALS LP,DMLP,89695
1999-12-02,DIGIMARC CORP,DMRC,87482
2008-10-17,DIGIMARC CORP NEW,DMRC,92808
2019-08-30,DERMTECH INC,DMTK,16880
1997-11-21,DENALI INC,DNLI,85542
2017-12-08,DENALI THERAPEUTICS INC,DNLI,17125
2021-07-01,KRISPY KREME INC,DNUT,21594
1990-10-15,DOCUCON INC,DOCU,75754
2018-04-27,DOCUSIGN INC,DOCU,17685
2017-12-20,DOGNESS INTERNATIONAL CORP,DOGZ,17141
2022-12-22,DOMINARI HOLDINGS INC,DOMH,18148
2018-06-29,DOMO INC,DOMO,17876
2018-09-14,B R P INC,DOOO,18109
2006-05-26,DORMAN PRODUCTS INC,DORM,76582
1998-06-19,AMDOCS LTD,DOX,86144
2019-07-17,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,18836
2021-12-30,D P CAP ACQUISITION CORP I,DPCS,22543
2021-07-30,DRAGANFLY INC,DPRO,21712
2003-08-12,DIRECT GENERAL CORP,DRCT,89822
2022-02-11,DIRECT DIGITAL HOLDINGS INC,DRCT,22772
2016-03-04,LABSTYLE INNOVATIONS CORP,DRIO,15961
2016-07-28,DARIOHEALTH CORP,DRIO,15961
2021-08-13,DERMATA THERAPEUTICS INC,DRMA,21841
2000-09-28,DURECT CORP,DRRX,88626
1996-04-02,DIAGNOSTIC RETRIEVAL SYS INC,DRS,65226
1997-08-18,D R S TECHNOLOGIES INC,DRS,65226
2022-11-29,LEONARDO DRS INC,DRS,23517
2022-03-08,ALPHA TAU MEDICAL LTD,DRTS,22894
1993-07-16,DRUG SCREENING SYS INC,DRUG,11134
2021-11-08,BRIGHT MINDS BIOSCIENCES INC,DRUG,22298
2015-06-01,HIGHLAND FUNDS I,DRVN,15459
2021-01-15,DRIVEN BRANDS HOLDINGS INC,DRVN,20342
2021-03-26,DESIGN THERAPEUTICS INC,DSGN,20662
1996-05-28,DISC GRAPHICS INC,DSGR,82653
2022-05-09,DISTRIBUTION SOLUTIONS GROUP INC,DSGR,48961
1999-02-08,DESCARTES SYSTEMS GROUP INC,DSGX,86572
2017-02-28,DASEKE INC,DSKE,15654
1997-12-09,D S P COMMUNICATIONS INC,DSP,81482
2007-11-02,S P ACQUISITION HOLDINGS INC,DSP,92419
2021-02-10,VIANT TECHNOLOGY INC,DSP,20469
1999-04-15,DESWELL INDUSTRIES INC,DSWL,81861
2019-03-28,PRECISION BIOSCIENCES INC,DTIL,18458
2018-12-19,DATASEA INC,DTSS,18306
2021-05-14,DATA STORAGE CORP,DTST,21285
2022-03-14,D U E T ACQUISITION CORP,DUET,22895
2021-02-19,DUNE ACQUISITION CORP,DUNE,20591
2019-11-01,FANGDD NETWORK GROUP LTD,DUO,19069
2021-07-28,DUOLINGO INC,DUOL,21614
2020-02-13,DUOS TECHNOLOGY GROUP INC,DUOT,19232
2004-02-19,DYNAVAX TECHNOLOGIES CORP,DVAX,90029
2016-09-21,ELKHORN E T F TRUST,DWAC,16286
2021-09-30,DIGITAL WORLD ACQUISITION CORP,DWAC,21927
2004-06-10,DAWSON GEOPHYSICAL CO,DWSN,29050
2015-02-12,DAWSON GEOPHYSICAL CO NEW,DWSN,80912
2005-04-14,DEXCOM INC,DXCM,90664
2012-12-05,CASUAL MALE RETAIL GROUP INC,DXLG,11379
2013-02-25,DESTINATION X L GROUP INC,DXLG,11379
1997-07-02,D X P ENTERPRISES INC,DXPE,85176
2002-01-02,DAXOR CORP,DXR,29058
1997-05-02,DIXIE GROUP INC,DXYN,10886
2019-04-17,DYADIC INTERNATIONAL INC,DYAI,90682
1998-07-07,DYNEGY INC,DYN,81594
2000-02-02,DYNEGY INC NEW,DYN,90352
2007-04-03,DYNEGY INC DEL,DYN,90352
2012-10-03,DYNEGY INC NEW DEL,DYN,90352
2020-09-17,DYNE THERAPEUTICS INC,DYN,19825
1994-04-25,DYNATRONICS CORP,DYNT,31051
2016-09-12,DASAN ZHONE SOLUTIONS INC,DZSI,89925
2020-08-31,D Z S INC,DZSI,89925
1996-01-18,E A INDUSTRIES INC,EA,38543
2011-12-20,ELECTRONIC ARTS INC,EA,75828
2001-03-09,ENCORE ACQUISTION CO,EAC,88922
2012-04-11,ERICKSON AIR CRANE INC,EAC,13373
2014-04-10,ERICKSON INC,EAC,13373
2021-03-01,EDIFY ACQUISITION CORP,EAC,20785
1996-03-15,HEARX LTD,EAR,12188
2002-07-08,HEARUSA INC,EAR,12188
2020-10-16,EARGO INC,EAR,19958
1996-12-19,EASTBROKERS INTERNATIONAL INC,EAST,81694
2018-01-04,EASTSIDE DISTILLING INC,EAST,16887
1995-09-29,EASTBAY INC,EBAY,82259
1998-09-24,EBAY INC,EBAY,86356
1997-08-11,EDPERBRASCAN CORP,EBC,85259
2020-10-15,EASTERN BANKSHARES INC,EBC,19854
1999-10-12,DELPHI INFORMATION SYSTEMS INC,EBIX,11481
1999-10-27,EBIX COM INC,EBIX,11481
2004-01-22,EBIX INC,EBIX,11481
2010-04-05,EAGLE BANCORP MONTANA INC,EBMT,93368
2020-06-26,EBANG INTERNATIONAL HOLDINGS INC,EBON,19472
2005-02-14,ENTERPRISE BANCORP INC,EBTC,90590
2022-07-28,ECB BANCORP INC,ECBK,23223
2018-06-22,ELECTROCORE INC,ECOR,17877
2003-07-22,ENCORE CAPITAL GROUP INC,ECPG,87077
2022-12-21,ECARX HOLDINGS INC,ECX,23617
1997-08-01,EDAP T M S S A,EDAP,85285
2022-05-05,EDIBLE GARDEN A G INC,EDBL,23109
1990-11-05,ENVIRONMENTAL DIAGNOSTICS INC,EDIT,87637
1993-06-23,R G B COMPUTER & VIDEO INC,EDIT,79261
2016-02-03,EDITAS MEDICINE INC,EDIT,15937
2018-05-31,EURODRY LTD,EDRY,17797
2019-06-10,EDESA BIOTECH INC,EDSA,15854
2020-07-23,SKILLFUL CRAFTSMAN EDU TECH,EDTK,19551
2004-06-10,EDUCATIONAL DEVELOPMENT CORP,EDUC,31668
1997-03-07,EURONET SERVICES INC,EEFT,84606
2001-09-10,EURONET WORLDWIDE INC,EEFT,84606
2021-03-25,ELITE EDUCATION GROUP INTL LTD,EEIQ,20786
2022-08-31,EPICQUEST EDUCATION GROUP INT LT,EEIQ,20786
2007-05-09,ENERGY FOCUS INC,EFOI,80812
2005-02-08,ENTERPRISE FINANCIAL SVCS CORP,EFSC,90591
2021-08-26,EFFECTOR THERAPEUTICS INC,EFTR,20843
1999-09-23,EGAIN COMMUNICATIONS CORP,EGAN,87227
2013-06-13,EGAIN CORP,EGAN,87227
1999-10-06,EAGLE BANCORP INC,EGBN,87318
1997-07-02,8X8 INC,EGHT,85177
2001-07-19,8X8 INC NEW,EGHT,85177
2022-06-16,EDGIO INC,EGIO,92097
2014-02-12,EAGLE PHARMACEUTICALS INC,EGRX,14456
2019-12-12,EHANG HOLDINGS LTD,EH,19134
2006-10-13,EHEALTH INC,EHTH,91498
2016-03-23,EIGER BIOPHARMACEUTICALS INC,EIGR,14423
2021-05-14,E HOME HOUSEHOLD SERV HLDGS LTD,EJH,21288
2016-08-09,EKSO BIONICS HOLDINGS INC,EKSO,16252
2002-05-23,EON LABS INC,ELAB,89389
2022-04-27,ELECTRA BATTERY MATERIALS CORP,ELBM,23015
2021-01-05,ELEDON PHARMACEUTICALS INC,ELDN,14937
2021-06-25,ELEVATION ONCOLOGY INC,ELEV,21539
2004-06-10,ELECTRO SENSORS INC,ELSE,32062
1999-04-30,ELTEK LTD,ELTK,84419
1992-12-08,ELTRAX SYSTEMS INC,ELTX,78145
2021-08-10,ELIEM THERAPEUTICS INC,ELYM,21842
2009-08-12,EMDEON INC,EM,92992
2021-04-01,SMART SHARE GLOBAL LTD,EM,21041
2022-04-01,EMBECTA CORP,EMBC,22879
1995-12-28,EMCOR GROUP INC,EMCG,82694
2013-09-27,WISDOMTREE TRUST,EMCG,14156
2022-09-30,EMBRACE CHANGE ACQUISITION CORP,EMCG,23408
1997-03-06,EMCORE CORP,EMKR,84607
2002-01-02,EASTERN CO,EML,31480
1997-03-07,EMERALD FINANCIAL CORP,EMLD,79738
2022-02-07,F T A C EMERALD ACQUISITION CORP,EMLD,22773
1991-02-04,ENERCAP CORP,ENCP,32847
1996-04-11,ENERCORP INC,ENCP,83371
2022-01-10,ENERGEM CORP,ENCP,22645
1990-02-22,ENERGY CONVERSION DEVICES INC,ENER,32636
2021-12-01,ACCRETION ACQUISITION CORP,ENER,22544
1991-03-15,DESTEC ENERGY INC,ENG,76593
2002-06-17,ENGLOBAL CORP,ENG,86122
2012-02-16,ISHARES TRUST,ENGN,13238
2008-01-02,ENLIVEN MARKETING TECH CORP,ENLV,82727
2019-03-26,ENLIVEX THERAPEUTICS LTD,ENLV,14826
2012-03-30,ENPHASE ENERGY INC,ENPH,13323
1996-09-25,ENSEC INTERNATIONAL INC,ENSC,83932
2021-07-02,ENSYSCE BIOSCIENCES INC,ENSC,17147
2007-11-09,ENSIGN GROUP INC,ENSG,92432
2013-03-21,ENANTA PHARMACEUTICALS INC,ENTA,13825
2000-07-11,ENTEGRIS INC,ENTG,88439
2002-07-03,ENTRX CORP,ENTX,11901
2018-06-28,ENTERA BIO LTD,ENTX,17879
2020-12-31,ENVERIC BIOSCIENCES INC,ENVB,82215
1991-11-12,ENVIRX LTD,ENVX,77214
1992-06-26,ENVIRX INDUSTRIES INC,ENVX,77214
2021-07-15,ENOVIX CORP,ENVX,20452
2018-02-08,EVOLUS INC,EOLS,17317
2020-11-17,EOS ENERGY ENTERPRISES INC,EOSE,19416
1997-01-30,E P I X MEDICAL INC,EPIX,84420
2004-09-16,EPIX PHARMACEUTICALS INC,EPIX,84420
2015-07-09,ESSA PHARMA INC,EPIX,15508
2022-08-15,SUNRISE NEW ENERGY CO LTD,EPOW,20628
2019-02-19,EPSILON ENERGY LTD,EPSN,18400
1992-07-16,EQUITABLE COS INC,EQ,77815
2006-05-18,EMBARQ CORP,EQ,91218
2018-10-12,EQUILLIUM INC,EQ,18195
2000-08-11,EQUINIX INC,EQIX,88519
2002-12-31,EQUINIX INC,EQIX,89617
2021-07-16,ERASCA INC,ERAS,21599
2006-08-24,ERICSSON L M TELEPHONE CO,ERIC,33452
2012-02-27,ERICSSON,ERIC,33452
1995-10-02,ERIE INDEMNITY CO,ERIE,82486
2008-07-02,ENERGY RECOVERY INC,ERII,92753
2022-10-17,ETERNA THERAPEUTICS INC,ERNA,76963
2021-12-13,ESGEN ACQUISITION CORP,ESAC,22546
2004-06-10,ESCALADE INC,ESCA,33532
2007-01-31,EUROSEAS LTD,ESEA,91734
2016-10-31,OPPENHEIMER REVENUE WGTD ETF TR,ESGL,16444
2017-10-27,OPPENHEIMER E T F TR,ESGL,16444
2019-05-28,INVESCO ET SELF INDEX FD TR,ESGL,18591
2002-09-30,ENSTAR GROUP INC GA,ESGR,89500
2007-02-01,ENSTAR GROUP LTD,ESGR,91818
2001-02-14,ELBIT SYSTEMS LTD,ESLT,84207
2022-03-23,ENERGY SERVICES OF AMERICA CORP,ESOA,91522
2000-08-10,ESPERION THERAPEUTICS INC,ESPR,88521
2013-06-26,ESPERION THERAPEUTICS INC NEW,ESPR,13954
2017-06-27,ESQUIRE FINANCIAL HOLDINGS,ESQ,16784
2007-04-04,E S S A BANCORP INC,ESSA,91959
2018-07-19,ESTABLISHMENT LABS HOLDINGS INC,ESTA,17964
2019-11-11,89BIO INC,ETNB,19070
2018-11-13,ETON PHARMACEUTICALS INC,ETON,18257
2015-04-16,ETSY INC,ETSY,15291
2022-11-18,EUDA HEALTH HOLDINGS LTD,EUDA,22565
2021-02-05,EVAXION BIOTECH A S,EVAX,20593
2016-09-16,EVERBRIDGE INC,EVBG,16287
2021-07-01,EVERCOMMERCE INC,EVCM,21713
1990-08-28,EVERGREEN RESOURCES INC,EVER,33647
2012-05-03,EVERBANK FINANCIAL CORP,EVER,13384
2018-06-28,EVERQUOTE INC,EVER,17880
2013-11-21,EVOGENE LTD,EVGN,14300
2021-07-02,EVGO INC,EVGO,20072
2022-04-01,EVERGREEN CORP,EVGR,23016
2000-08-10,EVOLVE SOFTWARE INC,EVLV,88522
2014-11-20,EVINE LIVE INC,EVLV,77007
2021-07-19,EVOLV TECHNOLOGIES HOLDINGS INC,EVLV,19838
1999-01-27,EATON VANCE OHIO MUN INC TR,EVO,86553
2021-11-04,EVOTEC S E,EVO,92683
2000-07-25,EVOKE COMMUNICATIONS INC,EVOK,88440
2013-09-25,EVOKE PHARMA INC,EVOK,14158
1992-08-27,EVERGREEN INFO TECHS INC,EVRG,77871
2018-06-05,EVERGY INC,EVRG,24053
2022-07-06,ENVIROTECH VEHICLES INC,EVTV,16773
1999-02-08,EAST WEST BANCORP INC,EWBC,86719
2021-08-05,EUROPEAN WAX CENTER INC,EWCZ,21843
2021-03-26,EDGEWISE THERAPEUTICS INC,EWTX,20791
2021-10-01,EXSCIENTIA PLC,EXAI,22203
2001-01-31,EXACT SCIENCES CORP,EXAS,88863
1995-12-12,EXCEL INDUSTRIES INC,EXC,66149
2000-10-17,EXELON CORP,EXC,21776
1990-05-07,EXCEL INTERFINANCIAL CORP,EXEL,44987
2000-04-11,EXELIXIS INC,EXEL,88159
2021-11-10,EXPENSIFY INC,EXFY,22266
2006-10-20,EXLSERVICE HOLDINGS INC,EXLS,91500
1999-11-10,EXPEDIA INC,EXPE,87388
2005-08-09,EXPEDIA INC DE,EXPE,90808
2018-03-27,EXPEDIA GROUP INC,EXPE,90808
2018-05-21,E X P WORLD HOLDINGS INC,EXPI,17812
1998-03-09,EXPONENT INC,EXPO,76261
1992-12-18,EXSTAR FINANCIAL CORP,EXTR,78148
1999-04-09,EXTREME NETWORKS INC,EXTR,86822
1990-11-12,STERLING OPTICAL CORP,EYE,38447
1994-12-07,BENSON EYECARE CORP,EYE,75056
1996-05-06,B E C GROUP INC,EYE,83442
2000-09-07,V I S X INC,EYE,12265
2005-06-08,ADVANCED MEDICAL OPTICS INC,EYE,89426
2017-10-26,NATIONAL VISION HOLDINGS INC,EYE,16971
2018-01-25,EYENOVIA INC,EYEN,17263
2018-04-02,EYEPOINT PHARMACEUTICALS INC,EYPT,90542
2021-09-15,EZFILL HOLDINGS INC,EZFL,21930
2021-01-26,EZGO TECHNOLOGIES LTD,EZGO,20425
1991-08-27,EZCORP INC,EZPW,76798
1990-11-19,FAIRCHILD CORP,FA,29532
2021-06-23,FIRST ADVANTAGE CORP,FA,21352
2018-02-16,FARMMI INC,FAMI,17318
2012-10-12,DIAMONDBACK ENERGY INC,FANG,13641
2016-12-07,FANHUA INC,FANH,92301
2004-06-10,FARMER BROTHERS CO,FARM,34367
1997-09-18,FARO TECHNOLOGIES INC,FARO,85372
1999-07-01,FASTENAL CO,FAST,11618
2017-10-23,F A T BRANDS INC,FAT,16981
2021-08-23,F A T BRANDS INC,FATBB,21791
2013-10-01,FATE THERAPEUTICS INC,FATE,14245
2022-07-20,FAZE HOLDINGS INC,FAZE,21028
2015-04-28,FORTRESS BIOTECH INC,FBIO,13159
2005-10-07,FIRST BUSINESS FINL SVCS INC,FBIZ,90949
2006-05-26,FIRST BANCSHARES INC MS,FBMS,91274
1999-07-01,FIRST BANCORP NC,FBNC,11285
2020-06-16,FORTE BIOSCIENCES INC,FBRX,16681
1999-01-04,FIRST CAPITAL INC,FCAP,86573
2001-03-01,FIRST COMMUNITY BANCSHARES INC,FCBC,88944
2003-01-15,FIRST COMMUNITY CORP SC,FCCO,89643
2000-06-07,FUELCELL ENERGY INC,FCEL,77699
1999-01-22,FIRST CASH FINANCIAL SVCS INC,FCFS,76856
2016-09-02,FIRSTCASH INC,FCFS,76856
2021-12-17,FIRSTCASH HOLDINGS INC,FCFS,76856
1999-07-01,FIRST CITIZENS BANCSHARES INC NC,FCNCA,10777
2021-08-31,FOCUS UNIVERSAL INC,FCUV,21844
2017-10-06,FIDELITY D & D BANCORP INC,FDBC,16982
2020-12-11,4D MOLECULAR THERAPEUTICS INC,FDMT,20292
2011-06-21,FIDUS INVESTMENT CORP,FDUS,12885
2022-03-15,5E ADVANCED MATERIALS INC,FEAM,22897
2006-08-01,FREQUENCY ELECTRONICS INC,FEIM,62228
2004-06-10,FRANKLIN ELECTRIC INC,FELE,37568
