DATE,COMNAM,TICKER,PERMNO
2000-02-07,CEL SCI CORP,CVM,44813
2002-01-02,CHICAGO RIVET & MACH CO,CVR,30509
2000-09-05,C P I AEROSTRUCTURES INC,CVU,77900
2021-08-05,CYBIN INC,CYBN,21799
2000-01-31,DOMINION RESOURCES INC VA NEW,D,64936
2017-05-11,DOMINION ENERGY INC,D,64936
2022-04-05,DAKOTA GOLD CORP,DC,22995
1993-10-08,DETROIT DIESEL CORP,DDC,79751
2013-03-27,DOMINION DIAMOND CORP,DDC,78701
1998-07-28,D L J HIGH YIELD BOND FUND,DHY,86222
2001-06-27,CREDIT SUISSE HIGH YIELD BOND FD,DHY,86222
1999-12-31,AMCON DISTRIBUTING CO,DIT,82171
2000-06-30,DELTA APPAREL INC,DLA,88287
2002-01-02,DREYFUS MUNICIPAL INCOME INC,DMF,75392
2019-06-03,BNY MELLON MUNICIPAL INCOME INC,DMF,75392
2022-11-21,DMY SQUARED TECHNOLOGY GROUP INC,DMYY,23507
2007-04-19,DENISON MINES CORP,DNN,91928
1996-03-21,DAWSON PRODUCTION SERVICES INC,DPSI,83254
2022-05-05,DECISIONPOINT SYSTEMS INC,DPSI,78690
1999-08-04,QUANTUM CORP,DSS,87043
2011-07-11,DOCUMENT SECURITY SYSTEMS INC,DSS,10253
2021-10-01,D S S INC,DSS,10253
2018-03-05,DUNXIN FINANCIAL HLDGS LTD,DXF,12367
1995-11-30,E N I SPA,E,82637
2003-02-26,EVERGREEN INCOME ADV FUND,EAD,89688
2010-07-12,WELLS FARGO ADVANTAGE INC OPP FD,EAD,89688
2015-12-15,WELLS FARGO INC OPP FUND,EAD,89688
2021-12-07,ALLSPRING INC OPP FUND,EAD,89688
2001-08-24,ELLSWORTH CONVERTIBLE GRW & INCM,ECF,69331
2006-02-21,ELLSWORTH FUND LTD,ECF,69331
2015-01-26,ELLSWORTH GROWTH & INCOME FD LTD,ECF,69331
2022-08-03,1847 HOLDINGS LLC,EFSH,23267
1999-06-28,E SIM LTD,EIM,86234
2002-08-28,EATON VANCE INSD MUNI BD FD,EIM,89489
2010-05-10,EATON VANCE MUNICIPAL BD FD,EIM,89489
2019-12-18,ENVELA CORP,ELA,10028
2011-08-22,ELLOMAY CAPITAL LTD,ELLO,82511
2010-08-13,ELECTROMED INC,ELMD,12078
2016-12-27,EURASIAN MINERALS INC,EMX,13180
2017-07-19,E M X ROYALTY CORP,EMX,13180
2014-03-10,ENSERVCO CORP,ENSV,15254
2002-08-28,EATON VANCE INSD NY MUNI BD FD,ENX,89490
2010-05-10,EATON VANCE NY MUNICIPAL BD FD,ENX,89490
2001-12-31,EL PASO CORP,EP,77481
2022-03-08,EMPIRE PETROLEUM CORP,EP,22934
2006-07-17,EVOLUTION PETROLEUM CORP,EPM,83411
2019-09-16,EQUINOX GOLD CORP,EQX,18926
1997-02-26,ENERGY RESEARCH CORP NY,ERC,77699
2003-06-25,EVERGREEN MANAGED INCOME FUND,ERC,89764
2007-05-14,EVERGREEN MULTI SECTOR INCOME FD,ERC,89764
2010-07-12,WELLS FARGO ADV MULTI SEC INC FD,ERC,89764
2015-12-15,WELLS FARGO MULTI SEC INC FD,ERC,89764
2021-12-07,ALLSPRING MULTI-SECTOR INC FD,ERC,89764
2004-04-28,EVERGREEN UTILS & HIGH INC FUND,ERH,90108
2010-07-12,WELLS FARGO ADV UTIL & HI INC FD,ERH,90108
2015-12-15,WELLS FARGO UTIL & HI INC FD,ERH,90108
2021-12-07,ALLSPRING UTILS & HIGH INC FD,ERH,90108
2002-01-02,ESPEY MANUFACTURING & ELCTRS COR,ESP,31691
2008-05-14,WISDOMTREE TRUST,EU,92674
2001-07-09,EVANS BANCORP INC,EVBN,89038
2022-02-04,EVE MOBILITY ACQ CORP,EVE,22877
1992-06-02,EQUIVEST INC,EVI,68080
1994-06-09,ENERGY VENTURES INC,EVI,32791
1997-05-07,E V I INC,EVI,32791
1998-05-28,E V I WEATHERFORD INC,EVI,32791
2009-12-01,ENVIROSTAR INC,EVI,87437
2018-12-24,E V I INDUSTRIES INC,EVI,87437
2002-08-28,EATON VANCE INSD CA MUNI BD FD,EVM,89491
2010-05-10,EATON VANCE CA MUNICIPAL BD FD,EVM,89491
1998-02-12,ENVIRONMENTAL SAFEGUARDS INC,EVV,85787
2003-05-28,EATON VANCE LTD DURATION INC F,EVV,89746
2001-05-01,ABERDEEN ASIA PACIFIC INCOME FD,FAX,69366
2022-07-01,ABRDN ASIA PACIFIC INCOME FD INC,FAX,69366
1990-08-16,FIRST CONNECTICUT SML BUSI INVT,FCO,49998
1992-03-12,FIRST COMMONWEALTH FUND INC,FCO,77458
2001-05-01,ABERDEEN COMMONWEALTH INCOME FD,FCO,77458
2002-07-03,ABERDEEN GLOBAL INCOME FD INC,FCO,77458
2022-07-01,ABRDN GLOBAL INCOME FUND INC,FCO,77458
1997-06-18,FORCENERGY INC,FEN,81864
2004-06-25,ENERGY INCOME & GROWTH FUND,FEN,90205
2012-03-19,FIRST TRUST ENERGY INC & GR FD,FEN,90205
1999-11-04,FRIEDE GOLDMAN HALTER INC,FGH,85180
2022-12-27,F G GROUP HOLDINGS INC,FGH,82234
2022-09-16,FOXO TECHNOLOGIES INC,FOXO,20358
2001-10-01,FRIEDMAN INDUSTRIES INC,FRD,58421
1998-04-02,FREEDOM SECURITIES CORP,FSI,85944
2002-11-18,FLEXIBLE SOLUTIONS INTL INC,FSI,89597
2005-06-02,FRANKLIN STREET PROPERTIES CORP,FSP,90755
1995-07-07,TEXARKANA FIRST FINANCIAL CORP,FTF,81783
2003-08-27,FRANKLIN TEMPLETON LTD DUR INC T,FTF,89809
2014-06-30,FRANKLIN LIMITED DURATION INC TR,FTF,89809
2020-10-12,FURY GOLD MINES LTD,FURY,16836
1990-05-09,GREYHOUND DIAL CORP,G,19721
1991-09-16,GILLETTE CO,G,16424
2007-08-02,GENPACT LTD,G,92261
2020-05-05,GALIANO GOLD INC,GAU,92536
1996-03-28,GREENBRIAR CORP,GBR,79066
2005-02-10,CABELTEL INTL CORP,GBR,79066
2008-06-03,NEW CONCEPT ENERGY INC,GBR,79066
1992-07-02,GENERAL CABLE CORP DEL,GENC,77772
2007-12-20,GENCOR INDUSTRIES INC,GENC,52250
2005-03-29,GABELLI GLBL GLD NAT RES & INC T,GGN,90611
2011-12-19,GAMCO GLBL GOLD NAT RES & INC TR,GGN,90611
2020-10-06,GOLDMINING INC,GLDG,19897
2006-04-26,CLOUGH GLOBAL OPPORTUNITIES FUND,GLO,91194
2005-04-27,CLOUGH GLOBAL EQUITY FUND,GLQ,90646
2004-05-26,GABELLI GLOBAL UTIL & INCOME TR,GLU,90161
2004-07-28,CLOUGH GLOBAL ALLOCATION FUND,GLV,90244
2016-08-01,CLOUGH GLOBAL DIV & INCOME FUND,GLV,90244
2022-04-12,GENIUS GROUP LTD,GNS,23007
2010-08-30,GOLD RESOURCE CORP,GORO,12049
2007-10-15,N A I C GROWTH FUND INC,GRF,76398
2008-06-02,EAGLE CAPITAL GROWTH FUND INC,GRF,76398
2022-08-17,GRAPHEX GROUP LTD,GRFX,23282
2021-03-09,GOLD ROYALTY CORP,GROY,20700
2006-11-02,GLOBALSTAR INC,GSAT,91612
1992-12-01,G T E CORP,GTE,21004
2005-05-23,GLOBETEL COMMUNICATIONS CORP,GTE,90686
2008-04-08,GRAN TIERRA ENERGY INC,GTE,92619
1993-03-15,HARCOURT GENERAL INC,H,40838
2006-08-01,REALOGY CORP,H,91388
2009-11-05,HYATT HOTELS CORP,H,93098
2022-04-04,HNR ACQUISITION CORP,HNRA,22992
2007-05-25,PIONEER DIVERSIFIED HIGH INC TR,HNW,92016
2021-04-22,PIONEER DIVERS HIGH INC FD INC,HNW,92016
2007-07-05,HOUSTON AMERICAN ENERGY CORP,HUSA,91379
1997-11-26,HOWMET INTERNATIONAL INC,HWM,85610
2020-04-01,HOWMET AEROSPACE INC,HWM,24643
1992-12-31,FIRST INTERSTATE BANCORP,I,26550
1992-12-31,FIRST INTERSTATE BANCORP,I,75255
2013-04-18,INTELSAT S A,I,13866
2001-05-01,ABERDEEN AUSTRALIA EQUITY FD INC,IAF,68427
2022-07-01,ABRDN AUSTRALIA EQUITY FUND INC,IAF,68427
2022-05-19,I 80 GOLD CORP,IAUX,23081
2011-01-04,IBIO INC,IBIO,12527
1992-08-24,INDRESCO INC,ID,77874
2006-08-30,L 1 IDENTITY SOLUTIONS INC,ID,84280
2020-11-23,PARTS ID INC,ID,17090
1997-03-25,INTRAWEST CORP,IDR,84640
2022-03-11,IDAHO STRATEGIC RESOURCES INC,IDR,22953
2022-06-28,IVANHOE ELECTRIC INC,IE,23147
1998-10-20,INTERSTATE GENERAL LP,IGC,72135
2006-04-13,INDIA GLOBALIZATION CAPITAL INC,IGC,91201
1998-09-24,INNSUITES HOSPITALITY TRUST,IHT,55984
1991-07-15,IMPERIAL OIL LTD,IMO,33099
2019-12-19,INDONESIA ENERGY CORP LTD,INDO,19128
1992-12-22,INFU TECH INC,INFU,78161
2010-12-23,INFUSYSTEM HOLDINGS INC,INFU,12452
2022-09-09,INTELLINETICS INC,INLX,23372
1997-06-17,INTEST CORP,INTT,85013
2009-07-31,INUVO INC,INUV,90608
2017-07-03,INCOME OPPORTUNITY RLTY INVS INC,IOR,75069
2014-03-11,ISSUER DIRECT CORP,ISDR,75754
1992-02-14,INTERTAPE POLYMER GROUP INC,ITP,77318
2018-08-01,I T TECH PACKAGING INC,ITP,93177
2020-07-31,INTEGRA RESOURCES CORP,ITRG,19527
2001-02-01,GENERAL EMPLOYMENT ENTREPRS INC,JOB,46834
2015-10-09,GENERAL EMPLOYMENT ENTERPRS INC,JOB,46834
2016-07-18,G E E GROUP INC,JOB,46834
2021-03-26,JAWS MUSTANG ACQ CORP,JWSM,20752
2014-10-14,KELSO TECHNOLOGIES INC,KIQ,14973
2022-09-16,KNOW LABS INC,KNW,23375
2021-06-07,K U L R TECHNOLOGY GROUP INC,KULR,21412
2019-08-12,LINEAGE CELL THERAPEUTICS INC,LCTX,77393
2014-09-30,CENTRUS ENERGY CORP,LEU,86233
2001-08-24,LYNCH CORP,LGL,33849
2006-06-22,L G L GROUP INC,LGL,33849
2003-03-24,CHENIERE ENERGY INC,LNG,84723
1993-03-04,COMSTOCK BANK,LODE,78979
1997-06-17,COMSTOCK BANCORP,LODE,78979
2011-06-10,COMSTOCK MINING INC,LODE,12840
2022-06-13,COMSTOCK INC,LODE,12840
1990-02-08,CHANNEL AMERICA LPTV HLDGS INC,LPTV,12147
2022-09-22,LOOP MEDIA INC,LPTV,23380
2020-09-23,LAIRD SUPERFOOD INC,LSF,19778
2012-10-03,LUXFER HOLDINGS PLC,LXFR,13617
2017-12-11,LUXFER HOLDINGS PLC,LXFR,17200
2002-01-02,MAGNETEK INC,MAG,75596
2016-06-27,M A G SILVER CORP,MAG,92181
2022-07-28,MAIA BIOTECHNOLOGY INC,MAIA,23216
2022-03-10,MARYGOLD COMPANIES INC,MGLD,22952
1998-03-02,MUNIHOLDINGS FUND II INC,MHH,85917
2008-10-01,MASTECH HOLDINGS INC,MHH,92797
2016-09-15,MASTECH DIGITAL INC,MHH,92797
1999-11-12,MARSHALL & ILSLEY CORP,MI,51706
2007-11-02,MARSHALL & ILSLEY CORP NEW,MI,51706
2021-08-16,AIRSPAN NETWORKS HOLDINGS INC,MIMO,20097
2021-07-08,MOVING IMAGE TECHNOLOGIES INC,MITQ,21664
2015-06-01,MILESTONE SCIENTIFIC INC,MLSS,82621
2022-10-07,M TRON INDUSTRIES INC,MPTI,23381
1995-10-02,MORTGAGE & REALTY TRUST,MRT,52361
1997-09-11,MARQUEE GROUP INC,MRT,84322
2006-02-09,MORTONS RESTAURANT GROUP INC NEW,MRT,91117
2016-09-29,MEDEQUITIES REALTY TRUST INC,MRT,16332
1994-12-22,EMERSON RADIO CORP,MSN,81124
1997-11-14,MAGYAR TAVKOZLESI VALLALAT RT,MTA,85617
2005-05-10,MAGYAR TELEKOM TAVKOZLESI RT,MTA,85617
2006-03-14,MAGYAR TELEKOM TELECOM PLC,MTA,85617
2020-01-08,METALLA ROYALTY & STREAMING LTD,MTA,19162
2017-03-02,MATINAS BIOPHARMA HOLDINGS INC,MTNB,16613
1998-07-02,MATEC CORP,MXC,35705
2003-09-08,MEXCO ENERGY CORP,MXC,89857
2017-07-14,MYND ANALYTICS INC,MYND,16825
2017-06-12,MYOMO INC,MYO,16765
1995-08-01,NATIONAL AUTO CREDIT INC,NAK,11181
1995-12-28,NATIONAL AUTO CREDIT INC NEW,NAK,11181
2004-11-04,NORTHERN DYNASTY MINERALS LTD,NAK,90443
2002-09-25,NEUBERGER BERMAN INTER FD INC,NBH,89513
2018-08-28,NEUBERGER BERMAN MUNI FD INC,NBH,89513
2000-04-20,N B C CAPITAL CORP,NBY,87843
2006-06-29,CADENCE FINANCIAL CORP,NBY,87843
2007-10-26,NOVABAY PHARMACEUTICALS INC,NBY,92345
1993-03-18,NUVEEN INSURED CA PR INC MN FD 2,NCL,79038
2002-12-13,NEW ENGLAND REALTY ASSOC L P,NEN,90329
1991-08-01,NEWPORT CORP,NEWP,57534
2021-05-20,NEW PACIFIC METALS CORP,NEWP,21228
2021-09-29,NEW FOUND GOLD CORP,NFGC,22039
2003-12-02,NOVAGOLD RESOURCES INC,NG,89965
2005-06-01,NEW GOLD INC,NGD,90433
1998-01-05,NATIONAL HEALTHCARE CORP,NHC,72338
2008-12-19,NEUBERGER BERMAN HG YD STRAT FD,NHS,89780
1994-10-10,HARRIS COMPUTER SYSTEMS CORP,NHWK,80997
2006-02-09,NIGHTHAWK RADIOLOGY HOLDINGS INC,NHWK,91098
2022-05-03,NIGHTHAWK BIOSCIENCES INK,NHWK,14051
2013-03-26,NEUBERGER BERMAN MLP INC FD INC,NML,13817
2019-06-04,NEUBERGER BERMAN MLP & EN INC FD,NML,13817
2013-09-25,NANOVIRICIDES INC,NNVC,14133
2003-10-29,NEUBERGER BERMAN REAL ESTATE SEC,NRO,89881
2021-02-11,NORTHERN STAR INVEST CORP II,NSTB,20548
2014-11-19,NETWORK 1 TECHNOLOGIES INC,NTIP,34936
2017-06-29,OBSIDIAN ENERGY LTD,OBE,91305
2013-04-10,ORAGENICS INC,OGEN,90170
1996-04-22,OPTEK TECHNOLOGY INC,OPTT,11539
2007-04-25,OCEAN POWER TECHNOLOGIES INC,OPTT,91964
2020-12-22,ORLA MINING LTD,ORLA,20241
2021-10-18,BELPOINTE PREP LLC,OZ,22097
1997-01-02,P G & E CORP,PCG,13688
2004-11-22,SMARTPROS LTD,PED,90447
2008-07-14,PETROFLOW ENERGY LTD,PED,92734
2013-09-10,PEDEVCO CORP,PED,14135
2019-10-29,BIOMX INC,PHGE,18419
2018-10-01,PLANET GREEN HOLDINGS CORP,PLAG,93012
2007-06-28,PLATINUM GROUP METALS LTD,PLG,92131
1990-02-16,PLAINS RESOURCES INC,PLX,63240
2007-03-12,PROTALIX BIOTHERAPEUTICS INC,PLX,86080
2000-09-13,POLYONE CORP,POL,88597
2022-07-22,POLISHED COM INC,POL,19515
1994-05-02,PARK NATIONAL CORP,PRK,76266
1997-10-02,PETERSEN COS,PTN,85436
1999-12-21,PALATIN TECHNOLOGIES INC,PTN,79702
2001-08-24,PITTSBURGH & WEST VIRGINIA RR,PW,13987
2011-12-05,POWER REIT,PW,13987
2007-08-01,PARAMOUNT GOLD MINING CORP,PZG,92254
2007-08-27,PARAMOUNT GOLD & SILVER CORP,PZG,92254
2015-04-20,PARAMOUNT GOLD NEVADA CORP,PZG,15278
2021-03-10,QUANTUM FINTECH ACQ CORP,QFTA,20724
1992-08-13,RESURGENS COMMUNICATIONS GRP INC,RCG,77615
2000-10-09,ERESOURCE CAPITAL GROUP INC,RCG,83726
2003-11-17,R C G COMPANIES INC,RCG,83726
2007-05-22,RENAISSANCE CAP GR & INC FD III,RCG,83410
2009-06-04,RENN GLOBAL ENTREPRENEURS FD INC,RCG,83410
2014-08-18,RENN FUND INC,RCG,83410
1999-02-08,RELIANT ENERGY INC TX,REI,21792
2013-09-03,RING ENERGY INC,REI,14137
2021-03-01,RILEY EXPLORATION PERMIAN INC,REPX,87471
1992-07-29,R H I ENTERTAINMENT INC,RHE,77821
2017-10-02,REGIONAL HEALTH PROPERTIES INC,RHE,91627
2012-01-11,RADIANT LOGISTICS INC,RLGT,13196
2001-05-04,RETRACTABLE TECHNOLOGIES INC,RVP,88994
2017-02-10,SACHEM CAPITAL CORP,SACH,16585
2022-10-28,SATIXFY COMMUNICATIONS LTD,SATX,23504
2021-06-11,SPLASH BEVERAGE GROUP INC,SBEV,21417
1994-07-07,SOUTH CAROLINA COMMUN BANCSHS IN,SCCB,80764
2014-05-23,SUPERIOR DRILLING PRODUCTS INC,SDPI,14636
1998-07-01,SEABOARD CORP,SEB,36281
2016-03-18,SENSEONICS HOLDINGS INC,SENS,15995
1998-04-16,STAGE STORES INC,SGE,84132
2005-11-15,SIGNALIFE INC,SGN,90774
1998-07-01,SIFCO INDUSTRIES INC,SIF,49138
2018-08-21,SILVERCREST METALS INC,SILV,18036
1993-07-01,GRUPO SIMEC S A DE C V,SIM,79442
2006-12-04,GRUPO SIMEC S A B DE C V,SIM,79442
2022-01-26,SKY HARBOUR GROUP CORP,SKYH,20338
1998-05-04,S L I INC,SLI,81689
2003-04-30,S L INDUSTRIES INC,SLI,41320
2021-07-13,STANDARD LITHIUM LTD,SLI,21676
2017-06-05,SANCHEZ MIDSTREAM PARTNERS LP,SNMP,91845
2021-03-01,EVOLVE TRANSITION INFRASTR LP,SNMP,91845
2001-08-24,SUNLINK HEALTH SYSTEMS INC,SSY,74908
2004-08-12,STEREOTAXIS INC,STXS,90325
1997-12-29,SERVICEMASTER CO,SVM,71116
2009-02-18,SILVERCORP METALS INC,SVM,92893
2001-08-24,SERVOTRONICS INC,SVT,50243
1994-12-21,TELETOUCH COMMUNICATIONS INC,TELL,81181
2017-02-10,TELLURIAN INC,TELL,89790
1993-06-25,TRIPLE A & GOVT SER 1997,TGB,79355
2004-10-04,TASEKO MINES LTD,TGB,77570
1998-01-05,THERMWOOD CORP,THM,75951
2006-03-13,THOMAS EQUIPMENT INC,THM,91150
2007-08-03,INTERNATIONAL TOWER HILL MINES,THM,92248
2010-08-26,INTL TOWER HILL MINES LTD NEW,THM,92248
1997-02-03,TOMPKINS COUNTY TRUSTCO INC,TMP,10308
1999-05-14,TOMPKINS TRUSTCO INC,TMP,10308
2007-06-04,TOMPKINS FINANCIAL CORP,TMP,10308
1996-03-19,THERMOQUEST CORP,TMQ,83231
2016-09-08,TRILOGY METALS INC,TMQ,13350
1993-11-12,PACIFIC RIM ENTERTAINMENT INC,TOON,79874
2022-10-13,THERIVA BIOLOGICS INC,TOVX,92130
2015-12-21,TRINITY PLACE HOLDINGS INC,TPHS,65429
1998-09-29,TRIO TECH INTL,TRT,92583
2005-11-22,TRONOX INC,TRX,91012
2006-03-31,TRONOX INC,TRX,91153
2011-06-13,TANZANIAN ROYALTY EXPL CORP,TRX,90695
2019-04-22,TANZANIAN GOLD CORP,TRX,90695
2022-05-27,TRX GOLD CORP,TRX,90695
2012-05-21,UNITED STATES ANTIMONY CORP,UAMY,78960
2018-03-27,AGEAGLE AERIAL SYSTEMS INC,UAVS,14720
2007-09-28,URANIUM ENERGY CORP,UEC,92294
2008-07-24,UR ENERGY INC,URG,92747
2017-01-19,AMERICAS SILVER CORP,USAS,16545
2019-09-12,AMERICAS GOLD AND SILVER CORP,USAS,16545
2004-02-25,REAVES UTILITY INCOME FUND,UTG,90047
2003-07-28,UNIVERSAL SECURITY INSTRS INC,UUU,79573
2013-12-04,ENERGY FUELS INC,UUUU,14336
2022-03-04,10X CAPITAL VENTURE ACQ CORP III,VCXB,22974
1993-02-19,VOYAGEUR FLORIDA INS MUN INC FD,VFL,78943
2001-12-03,DELAWARE INVTS FLA INSD MUN INC,VFL,78943
2007-10-16,DELAWARE INV NAT MUNI INCOME FD,VFL,78943
1996-11-12,VISTA GOLD CORP,VGZ,69446
2021-02-04,VIVEON HEALTH ACQUISITION CORP,VHAQ,20557
2021-12-14,FRESH VINE WINE INC,VINE,22465
1993-10-14,VAN KAMPEN MER ADV MUN INC TR II,VKI,79756
1996-01-02,VAN KAMPEN AM CAP AD MU I TR II,VKI,79756
1998-08-31,VAN KAMPEN ADV MUN INCOME TR II,VKI,79756
2010-06-01,INVESCO VAN KMP ADV MUN IN TR II,VKI,79756
2012-12-03,INVESCO ADVANTAGE MUN INC TR II,VKI,79756
2015-02-06,VOLITIONRX LTD,VNRX,15215
2022-01-21,VIZSLA SILVER CORP,VZLA,22747
2021-09-16,WILLIAMS ROWLAND ACQ CORP,WRAC,22069
1994-07-14,W C I STEEL INC,WRN,80729
2011-02-09,WESTERN COPPER CORP,WRN,12569
2011-10-18,WESTERN COPPER & GOLD CORP,WRN,12569
2017-08-21,WESTWATER RESOURCES INC,WWR,75672
2006-09-26,WIDEPOINT CORP,WYY,86098
2006-08-11,SOLITARIO RESOURCES CORP,XPL,91421
2008-06-17,SOLITARIO EXPLOR & ROYALTY CORP,XPL,91421
2017-07-18,SOLITARIO ZINC CORP,XPL,91421
2007-02-01,XTENT INC,XTNT,91835
2015-10-19,XTANT MEDICAL HOLDINGS INC,XTNT,12592
2019-05-01,CBDMD INC,YCBD,17091
2016-06-02,ZEDGE INC,ZDGE,16049
